111.48,54.389,0.44442,93.305,49.094,0.39322,78.605,46.477,0.65572
111.83,60.881,0.23267,86.922,51.428,0.36943,79.842,49.121,0.61791
110.96,65.647,0.33779,91.083,64.098,0.55964,78.247,59.699,0.77026
129.07,60.291,-0.16917,111.28,60.101,0.26279,102.48,58.276,0.3859
95.997,71.787,0.72381,102.3,72.588,0.60244,84.632,72.445,0.84188
130.64,60.039,-0.018372,97.081,57.825,0.59225,87.008,55.863,0.83366
91.086,55.193,0.74514,66.163,51.223,1.0701,62.925,48.811,1.2143
108.16,68.179,0.49608,85.294,65.864,0.91027,78.26,67.021,1.1064
101.71,54.298,0.69218,77.907,52.079,1.2143,69.802,52.05,1.4821
95.72,57.117,0.5748,88.295,57.728,0.63562,78.668,55.748,1.0323
143.06,58.57,-0.29339,114.85,63.962,0.25171,99.133,63.499,0.51635
123.4,57.682,0.21215,112.33,58.87,0.3534,88.702,60.136,0.89746
106.59,64.768,0.3352,80.785,64.28,0.88281,67.85,60.228,1.2121
95.458,60.558,0.59731,83.019,59.083,0.71778,68.033,57.283,1.1892
116.71,50.574,-0.13334,127.82,60.502,-0.14564,94.756,48.241,0.38905
120.55,68.867,0.18622,98.633,73.656,0.34349,80.728,70.61,0.77224
94.505,50.805,0.46235,60.532,48.655,0.93355,62.153,44.467,1.0701
90.954,62.715,0.70649,69.15,58.923,1.1931,60.892,56.518,1.789
94.005,72.732,0.55408,62.473,63.181,1.1244,59.399,60.139,1.3375
117.49,57.594,0.27861,98.235,50.812,0.6784,83.685,49.352,1.1138
104.25,60.07,0.20428,83.054,55.191,0.41925,81.382,54.471,0.48145
128.36,66.168,-0.12472,89.641,59.103,0.532,88.328,59.795,0.54057
114.24,60.399,0.21629,99.308,60.088,0.46688,93.162,59.229,0.54754
122.15,69.004,0.077035,108.47,70.4,0.33533,100.81,67.545,0.41556
95.406,72.62,0.32141,77.213,65.779,0.60306,74.967,64.312,0.63209
123.69,57.319,0.1551,102.85,60.695,0.4276,96.23,57.375,0.50784
119.95,67.452,-0.023387,93.274,68.062,0.6015,89.201,60.905,0.63131
107.4,58.664,0.16074,90.188,57.052,0.56087,83.687,54.365,0.76413
117.75,68.287,0.17488,113.12,69.62,0.27225,93.394,68.884,0.71355
92.892,65.454,0.6284,81.999,60.473,0.65937,74.067,57.065,0.83729
79.946,49.829,0.92336,83.232,43.567,0.7662,72.855,43.612,0.99843
106.02,59.999,0.31414,108.03,62.85,0.33694,78.736,54.038,0.67699
87.592,60.028,0.55697,72.055,59.616,1.1146,67.13,56.815,1.2459
117.37,53.129,0.30873,119.47,50.051,-0.10735,96.969,44.327,0.21881
137.51,54.967,-0.18473,152.62,61.168,-0.73548,102.9,54.823,0.35575
78.073,59.343,0.89981,83.154,58.511,0.59062,94.034,68.55,0.36539
111.8,62.788,0.21759,67.966,54.463,1.2621,57.177,47.895,1.5613
116.56,64.457,0.082184,75.25,57.884,0.99703,62.56,48.797,1.2505
85.784,63.015,0.68171,64.805,54.214,1.2674,61.56,50.461,1.2663
128.88,77.006,-0.1359,110.32,81.288,0.26851,106.04,77.909,0.25724
99.688,71.549,0.5636,84.449,71.115,0.8613,80.83,70.517,0.96105
115.01,76.56,0.24103,100.1,75.79,0.4555,93.181,73.272,0.5473
85.889,60.435,0.57291,65.064,50.651,1.1729,65.707,48.498,1.1133
130.24,73.868,-0.040613,121.76,81.766,0.034254,114.75,79.866,0.11784
98.24,82.535,0.45717,88.103,83.735,0.71011,76.731,80.047,0.85907
69.029,55.83,1.0878,58.087,52.356,1.3544,49.276,48.416,1.6355
61.421,53.521,1.3684,51.751,50.638,1.6204,46.428,47.253,1.7781
134.75,62.051,-0.020989,108.21,66.945,0.25268,92.285,59.629,0.44035
81.373,54.859,0.86144,75.734,53.731,0.83358,56.426,45.186,1.4269
99.945,59.403,0.6727,85.617,61.608,0.70859,83.591,61.352,0.72653
145.46,64.483,-0.18784,81.712,63.189,0.71842,68.553,52.165,1.2731
